recent_team,season,Air_Yards,Sack_Rate,Dakota,EPA_prior,EPA_post
NYG,2021,7.447068344667616,0.07200387898558402,0.026771734614232136,0.24759929748257586,-13.092541840733361
NYG,2022,7.130362490720276,0.11444452539029588,0.11891471170820878,0.17497690470867044,1.3438204979500867
NYJ,2018,8.527432317022406,0.06588533343998258,0.054516425143845464,-3.8785244550141584,-1.3313466122094124
NYJ,2019,7.927616772447636,0.10912869230573183,0.07472804352785148,-9.620230425629638,2.1719558663042946
NYJ,2020,8.243978267807417,0.0821937052199454,0.04894952669101562,-6.72424498769278,-2.6979708943894813
NYJ,2021,6.985888188916294,0.08381733660061494,0.044781211164951706,-2.072898213859944,-4.509977662876981
NYJ,2022,8.379626061724911,0.0871588183531301,0.042446075154156486,-3.865667170048483,-3.268936180004728
PHI,2018,7.102597047529617,0.06159532873118307,0.13899825539829747,1.6405112514547335,4.254168955268013
PHI,2019,7.8657226863493666,0.05543499071374668,0.08834325336258815,2.9861190836400295,1.529187065698704
PHI,2020,8.875778617169606,0.08059678413372037,0.015443751674097126,-3.723000550704184,-3.4017223604171787
PHI,2021,8.242911556847401,0.06007704339024803,0.12235908419571277,1.2279512104241523,2.5421806426633227
PHI,2022,8.308666856164734,0.07375153860436118,0.1351268642754057,5.6236966298055835,2.6390317200905127
PIT,2018,7.725779226385402,0.02759638998310291,0.14721864578789542,6.323324954744603,6.263548549123952
PIT,2019,7.694752441582015,0.06637832461759574,0.07369467573229017,0.5108536482065003,-5.757249941653074
PIT,2020,6.316475475725269,0.021232933024000544,0.10249633604085975,6.326126313597663,-0.058131462890211025
PIT,2021,6.521732887647697,0.05725452139619093,0.053231651290397364,0.2651703827481378,-5.54572962402786
PIT,2022,8.465010300078358,0.11606406031372002,0.09928206457927544,-3.425257670006045,3.091713831018129
SEA,2018,9.134972914678725,0.12117514622582061,0.1846905520982587,3.12171504625024,4.812788658727514
SEA,2019,9.483251111091928,0.10246032097741864,0.15916840198761273,9.311063681387113,0.5704050786804832
SEA,2020,8.319492471607074,0.08934573139889093,0.15922144262525129,9.290707958029083,0.5094091575962207
SEA,2021,9.38382380422764,0.09438496898498416,0.1205030075172419,1.4587252938843727,0.2378626051936734
SEA,2022,7.642913664449608,0.08216162693144037,0.12465350954642428,4.673848667217432,-1.6614378288659446
SF,2018,7.356731805493537,0.09651674544513898,0.08903866386832088,-0.8005222807739939,1.7862201621378815
SF,2019,6.581365115917029,0.07547781934830408,0.1441200900738132,5.979777802562409,3.5504547247316616
SF,2020,8.484427001820753,0.0732989675897078,0.11951096650593108,3.2205817308434197,-0.4231578990253533
SF,2021,7.490595932664355,0.051294896446574346,0.13776210684426035,3.542772993676127,6.478928505777539
SF,2022,6.593286387997029,0.05858382712955427,0.11419074584727935,3.314181731164537,5.420164337950979
TB,2018,10.663782177611141,0.06496462056137078,0.15791156444163368,6.576109129915238,4.482613394138677
TB,2019,9.930688364156575,0.06917026920783793,0.11248086569908936,1.8516606597522358,2.7449944046679216
TB,2020,8.528086233735277,0.03018541147793394,0.1747269473657552,3.242013396134693,10.783722369182764
TB,2021,8.454062498121482,0.04424248870777585,0.14473175832836202,7.873579044240719,4.9414457789937005
TB,2022,6.977141254321831,0.027771391577352065,0.08164117962770608,3.7112513612334377,2.33876920821544
TEN,2018,7.356628065434473,0.13587311419095843,0.09393896633620188,-0.8968128240154212,-0.4287840171348847
TEN,2019,8.847018337301156,0.11686588415741152,0.14482697510595985,0.46400873955254424,6.4446906498997105
TEN,2020,8.101618806099703,0.03968441083861054,0.17247903121972366,7.941508912010406,4.9333198951195145
TEN,2021,7.275902522523184,0.07087077060096023,0.13449297894046666,1.788496784372293,0.3498502260252029
TEN,2022,7.67490456940611,0.1042348859750116,0.06986035829435995,-0.7733582352755778,-1.7612455882673572
WAS,2018,8.192924365753614,0.10294805644438307,0.05740508861884832,1.399154470657207,-6.153977607028739
WAS,2019,7.62636538412879,0.12109776616681424,0.06278544895678327,-3.4975557310428416,-4.2382692595878435
WAS,2020,6.187191751867347,0.09049589713450418,0.05494669182463407,-2.8983612944253654,-3.3214026767977005
WAS,2021,7.342591718191554,0.0883716519209605,0.08024404246982579,-0.658900159204282,-2.3883298368970416
WAS,2022,8.067860075603834,0.08401537593733534,0.055973141001877176,-4.993401870352115,-1.391645955133137
